DEAL_NO,CLIENT_NO,APPLICATION_ID,ORIGINATION_DATE,LOAN_SEGMENT,LOAN_PRODUCT,APPROVED_AMOUNT_GEL,CLOSURE_REASON,CLOSURE_DATE
503645,900525,100003645,2020-12-31,RB,Auto Loan,846.85,Paid Off Early,2021-11-30
503646,906010,100003646,2020-12-31,SML,Corporate Term Loan,2926.66,Refinanced,2025-07-31
503647,902119,100003647,2020-12-31,SMM,Corporate Term Loan,26196.11,Matured,2023-05-31
503648,906880,100003648,2020-12-31,RB,Digital,1810.79,Paid Off Early,2021-03-31
503649,901550,100003649,2020-12-31,SML,Consumer,1857.3,Matured,2024-01-31
503650,907135,100003650,2020-12-31,CB,Corporate Term Loan,137809.25,Paid Off Early,2021-05-31
503651,907639,100003651,2020-12-31,SML,Trade Finance,3103.87,Refinanced,2021-05-31
503652,908898,100003652,2020-12-31,CB,Trade Finance,130975.83,Paid Off Early,2021-05-31
503653,908274,100003653,2020-12-31,CB,Working Capital,119368.02,Matured,2022-11-30
503654,903455,100003654,2020-12-31,SMM,Developer,19456.8,Matured,2023-12-31
503655,904485,100003655,2020-12-31,RB,Digital,1492.18,Paid Off Early,2024-02-29
503656,906442,100003656,2020-12-31,SML,Trade Finance,2984.84,Matured,2022-07-31
503657,900691,100003657,2020-12-31,SML,Corporate Term Loan,4310.08,Matured,2024-07-31
503658,904527,100003658,2020-12-31,SML,Corporate Term Loan,3537.61,,
503659,906514,100003659,2020-12-31,RB,Digital,1293.2,Paid Off Early,2021-04-30
503660,903321,100003660,2020-12-31,SML,Agro,2345.89,Matured,2023-04-30
503661,905846,100003661,2020-12-31,RB,Auto Loan,1752.68,Matured,2024-09-30
503662,908028,100003662,2020-12-31,RB,Mortgage,555.16,,
503663,904402,100003663,2020-12-31,RB,Mortgage,744.57,,
503664,908446,100003664,2020-12-31,SML,Trade Finance,3398.97,Matured,2021-11-30
503665,903954,100003665,2020-12-31,SMM,Working Capital,5640.99,Matured,2022-07-31
503666,900626,100003666,2020-12-31,SMM,Working Capital,5943.25,Matured,2022-01-31
503667,900810,100003667,2020-12-31,SMM,Developer,12141.61,Matured,2023-12-31
503668,903329,100003668,2020-12-31,SML,Agro,4597.41,Matured,2022-11-30
503669,904333,100003669,2020-12-31,CB,Corporate Term Loan,85950.17,Matured,2023-10-31
503670,908381,100003670,2020-12-31,SMM,Agro,14566.76,Refinanced,2021-08-31
503671,908739,100003671,2020-12-31,RB,Consumer,1428.53,Written Off,2023-07-31
503672,906891,100003672,2020-12-31,RB,Auto Loan,1389.68,Matured,2024-11-30
503673,907275,100003673,2020-12-31,RB,Mortgage,435.87,Paid Off Early,2023-12-31
503674,901846,100003674,2020-12-31,SML,Working Capital,3137.81,Refinanced,2021-02-28
503675,901543,100003675,2020-12-31,RB,Digital,321.94,Matured,2022-03-31
503676,900676,100003676,2020-12-31,SML,Corporate Term Loan,4733.64,Written Off,2024-01-31
503677,907224,100003677,2020-12-31,CB,Developer,151420.48,Refinanced,2021-08-31
503678,903808,100003678,2020-12-31,SMM,Trade Finance,27474.92,Matured,2022-05-31
503679,904617,100003679,2020-12-31,SML,Corporate Term Loan,2261.45,Matured,2023-12-31
503680,900099,100003680,2020-12-31,SML,Corporate Term Loan,2389.97,,
503681,900550,100003681,2020-12-31,SML,Trade Finance,4381.37,Matured,2022-08-31
503682,907760,100003682,2020-12-31,SMM,Working Capital,33358.63,Matured,2022-04-30
503683,905602,100003683,2020-12-31,CB,Developer,63725.49,Refinanced,2022-07-31
503684,908308,100003684,2020-12-31,RB,Digital,32.12,Matured,2022-08-31
503685,901669,100003685,2020-12-31,SML,Agro,3985.73,Matured,2023-12-31
503686,907969,100003686,2020-12-31,SML,Working Capital,2626.73,Matured,2022-09-30
503687,908108,100003687,2020-12-31,RB,Auto Loan,302.0,Paid Off Early,2023-07-31
503688,907354,100003688,2020-12-31,SML,Corporate Term Loan,4724.07,Paid Off Early,2022-05-31
503689,906057,100003689,2020-12-31,SMM,Agro,19892.16,Matured,2023-12-31
503690,905300,100003690,2020-12-31,RB,Auto Loan,268.8,Paid Off Early,2021-05-31
503691,907874,100003691,2020-12-31,SML,Developer,2922.87,Refinanced,2022-02-28
503692,906937,100003692,2020-12-31,RB,Digital,1653.28,Matured,2023-11-30
503693,902917,100003693,2020-12-31,CB,Developer,151483.07,Refinanced,2021-07-31
503694,900384,100003694,2020-12-31,RB,Consumer,39.77,Matured,2025-05-31
503695,901328,100003695,2020-12-31,SML,Working Capital,2957.96,Matured,2022-08-31
503696,902528,100003696,2020-12-31,SMM,Developer,17204.12,Refinanced,2021-07-31
503697,908285,100003697,2020-12-31,RB,Consumer,295.29,Matured,2025-03-31
503698,900264,100003698,2020-12-31,SMM,Agro,34845.97,Matured,2022-06-30
503699,900223,100003699,2020-12-31,RB,Mortgage,1246.77,Written Off,2025-12-31
503700,907324,100003700,2020-12-31,RB,Digital,955.47,Matured,2023-11-30
503701,902751,100003701,2020-12-31,RB,Mortgage,792.95,,
503702,904809,100003702,2020-12-31,CB,Corporate Term Loan,76048.38,Refinanced,2021-10-31
503703,901548,100003703,2020-12-31,RB,Digital,471.25,Matured,2024-11-30
503704,902368,100003704,2020-12-31,SMM,Agro,8176.46,Refinanced,2021-06-30
503705,903282,100003705,2020-12-31,SMM,Developer,16066.47,Matured,2024-01-31
503706,905528,100003706,2020-12-31,CB,Developer,164963.25,Refinanced,2021-09-30
503707,903442,100003707,2020-12-31,CB,Working Capital,132190.91,Matured,2022-01-31
503708,905314,100003708,2020-12-31,SMM,Trade Finance,39926.92,Refinanced,2021-05-31
503709,906144,100003709,2020-12-31,SMM,Trade Finance,36675.66,Matured,2021-08-31
503710,900818,100003710,2020-12-31,SMM,Corporate Term Loan,39502.22,Written Off,2023-12-31
503711,900371,100003711,2020-12-31,RB,Mortgage,622.95,,
503712,901357,100003712,2020-12-31,SML,Working Capital,2199.65,Matured,2021-12-31
503713,902036,100003713,2020-12-31,SMM,Working Capital,14796.1,Matured,2021-11-30
503714,900639,100003714,2020-12-31,SMM,Trade Finance,9224.53,Matured,2022-05-31
503715,903901,100003715,2020-12-31,SML,Corporate Term Loan,4512.74,Written Off,2023-04-30
503716,908812,100003716,2020-12-31,SML,Digital,1698.46,Matured,2022-12-31
503717,906832,100003717,2020-12-31,RB,Digital,368.73,Paid Off Early,2022-07-31
503718,902807,100003718,2020-12-31,RB,Mortgage,26.22,Written Off,2026-05-31
503719,905649,100003719,2020-12-31,SML,Trade Finance,3688.26,Matured,2022-09-30
503720,900373,100003720,2020-12-31,CB,Trade Finance,110086.43,Matured,2021-10-31
503721,900930,100003721,2020-12-31,SMM,Agro,33560.02,Matured,2024-03-31
503722,900104,100003722,2020-12-31,SML,Agro,2330.2,Refinanced,2022-12-31
503723,900016,100003723,2020-12-31,SMM,Corporate Term Loan,23291.07,Refinanced,2021-12-31
503724,904302,100003724,2020-12-31,SMM,Developer,23324.79,Paid Off Early,2021-06-30
503725,903289,100003725,2020-12-31,RB,Consumer,822.34,Paid Off Early,2022-02-28
503726,902819,100003726,2020-12-31,RB,Consumer,1494.05,Paid Off Early,2022-05-31
503727,900449,100003727,2020-12-31,SMM,Corporate Term Loan,5341.55,Refinanced,2021-05-31
503728,908793,100003728,2020-12-31,SMM,Developer,13828.58,Matured,2025-03-31
503729,903477,100003729,2020-12-31,CB,Corporate Term Loan,201186.16,Matured,2023-04-30
503730,900568,100003730,2020-12-31,RB,Consumer,834.6,Matured,2024-05-31
503731,903419,100003731,2020-12-31,RB,Auto Loan,1354.57,Paid Off Early,2025-03-31
503732,907145,100003732,2020-12-31,CB,Trade Finance,157719.22,Matured,2022-10-31
503733,904307,100003733,2020-12-31,CB,Corporate Term Loan,151819.09,Matured,2025-07-31
503734,906706,100003734,2020-12-31,SMM,Developer,14220.6,Matured,2024-05-31
503735,906183,100003735,2020-12-31,RB,Digital,247.65,Matured,2023-11-30
503736,904503,100003736,2020-12-31,SML,Corporate Term Loan,4422.71,Refinanced,2022-01-31
503737,904904,100003737,2020-12-31,SMM,Corporate Term Loan,26943.54,Refinanced,2023-10-31
503738,900530,100003738,2020-12-31,RB,Consumer,249.08,Matured,2022-04-30
503739,907312,100003739,2020-12-31,CB,Corporate Term Loan,121219.19,Paid Off Early,2021-02-28
503740,907231,100003740,2020-12-31,SML,Corporate Term Loan,2564.04,Refinanced,2022-11-30
503741,907355,100003741,2020-12-31,SML,Auto Loan,1589.88,Paid Off Early,2021-02-28
503742,901517,100003742,2020-12-31,SMM,Corporate Term Loan,17563.68,Paid Off Early,2023-05-31
503743,905088,100003743,2020-12-31,SMM,Developer,32326.79,Paid Off Early,2022-02-28
503744,900160,100003744,2020-12-31,SML,Working Capital,4216.96,Matured,2021-08-31
503745,901214,100003745,2020-12-31,RB,Consumer,260.7,Matured,2024-06-30
503746,903079,100003746,2020-12-31,CB,Corporate Term Loan,183205.12,,
503747,905320,100003747,2020-12-31,RB,Digital,1032.37,Paid Off Early,2022-12-31
503748,906862,100003748,2020-12-31,RB,Auto Loan,377.4,Paid Off Early,2021-03-31
503749,904776,100003749,2020-12-31,SMM,Developer,6219.59,Matured,2024-12-31
503750,901863,100003750,2020-12-31,SML,Corporate Term Loan,4611.75,Paid Off Early,2021-01-31
503751,908722,100003751,2020-12-31,SMM,Working Capital,6548.68,Refinanced,2021-01-31
503752,902081,100003752,2020-12-31,CB,Working Capital,196252.48,Matured,2022-06-30
503753,905974,100003753,2020-12-31,SML,Trade Finance,2599.58,Matured,2021-10-31
503754,901242,100003754,2020-12-31,SMM,Developer,7071.07,Paid Off Early,2022-01-31
503755,907204,100003755,2020-12-31,CB,Working Capital,203744.9,Matured,2023-01-31
503756,900983,100003756,2020-12-31,SMM,Working Capital,13654.39,Matured,2022-07-31
503757,907657,100003757,2020-12-31,SML,Corporate Term Loan,2585.16,Refinanced,2021-03-31
503758,904055,100003758,2020-12-31,RB,Digital,1473.32,Matured,2023-04-30
503759,906528,100003759,2020-12-31,SMM,Trade Finance,13253.04,Paid Off Early,2022-06-30
503760,906495,100003760,2020-12-31,CB,Developer,81666.8,Paid Off Early,2022-10-31
503761,903194,100003761,2020-12-31,RB,Mortgage,1404.26,Paid Off Early,2021-03-31
503762,904955,100003762,2020-12-31,SMM,Corporate Term Loan,24713.77,Matured,2024-09-30
503763,907680,100003763,2020-12-31,SML,Corporate Term Loan,2395.61,Refinanced,2022-07-31
503764,901140,100003764,2020-12-31,SMM,Working Capital,33631.7,Matured,2021-10-31
503765,903446,100003765,2020-12-31,CB,Developer,134355.11,Matured,2024-03-31
503766,900623,100003766,2020-12-31,SMM,Trade Finance,31089.76,Matured,2022-09-30
503767,907080,100003767,2020-12-31,RB,Consumer,1676.64,Written Off,2025-05-31
503768,900601,100003768,2020-12-31,RB,Digital,364.47,Matured,2023-09-30
503769,904603,100003769,2020-12-31,SMM,Developer,35046.28,Matured,2023-05-31
503770,906976,100003770,2020-12-31,CB,Working Capital,176776.63,Matured,2022-11-30
503771,903032,100003771,2020-12-31,CB,Developer,109654.0,Matured,2024-03-31
503772,904493,100003772,2020-12-31,RB,Digital,210.46,Matured,2024-10-31
503773,903113,100003773,2020-12-31,SML,Trade Finance,3465.63,Matured,2021-12-31
503774,902356,100003774,2020-12-31,RB,Auto Loan,48.53,Matured,2025-05-31
503775,900458,100003775,2020-12-31,RB,Consumer,1412.34,Matured,2023-08-31
503776,907613,100003776,2020-12-31,SML,Working Capital,4145.92,Matured,2021-07-31
503777,900094,100003777,2020-12-31,SML,Developer,2329.96,Paid Off Early,2021-05-31
503778,904337,100003778,2020-12-31,SMM,Agro,22702.31,Paid Off Early,2021-12-31
503779,906883,100003779,2020-12-31,SMM,Trade Finance,25634.43,Matured,2021-08-31
503780,906074,100003780,2020-12-31,RB,Consumer,1671.88,Matured,2023-02-28
503781,907198,100003781,2021-01-31,SML,Working Capital,3865.29,Matured,2022-08-31
503782,903752,100003782,2021-01-31,SMM,Trade Finance,8399.66,Refinanced,2021-08-31
503783,905138,100003783,2021-01-31,SML,Developer,3895.56,,
503784,903247,100003784,2021-01-31,SML,Trade Finance,3288.12,Refinanced,2021-08-31
503785,904032,100003785,2021-01-31,SMM,Corporate Term Loan,41468.8,Paid Off Early,2026-07-31
503786,905725,100003786,2021-01-31,SMM,Developer,8178.53,Matured,2023-04-30
503787,901989,100003787,2021-01-31,SMM,Developer,9926.83,Matured,2023-12-31
503788,906895,100003788,2021-01-31,SMM,Corporate Term Loan,31123.42,Matured,2023-09-30
503789,904274,100003789,2021-01-31,SML,Developer,2458.21,Matured,2023-03-31
503790,900290,100003790,2021-01-31,CB,Corporate Term Loan,164341.65,,
503791,907071,100003791,2021-01-31,SMM,Developer,30256.76,Refinanced,2021-06-30
503792,901629,100003792,2021-01-31,SML,Corporate Term Loan,2827.04,Matured,2025-02-28
503793,902209,100003793,2021-01-31,SMM,Trade Finance,21098.24,Matured,2021-09-30
503794,901730,100003794,2021-01-31,SML,Agro,2690.53,Matured,2023-03-31
503795,900730,100003795,2021-01-31,CB,Corporate Term Loan,161684.77,Paid Off Early,2024-01-31
503796,900278,100003796,2021-01-31,CB,Working Capital,147379.81,Matured,2022-10-31
503797,908268,100003797,2021-01-31,SML,Developer,2293.9,Refinanced,2022-02-28
503798,900299,100003798,2021-01-31,SMM,Agro,12061.31,Matured,2023-01-31
503799,904651,100003799,2021-01-31,SMM,Corporate Term Loan,41022.17,Refinanced,2022-06-30
503800,901017,100003800,2021-01-31,SML,Working Capital,2817.53,Matured,2021-09-30
503801,908911,100003801,2021-01-31,SML,Agro,2447.52,Matured,2022-09-30
503802,901182,100003802,2021-01-31,SML,Trade Finance,4594.29,Paid Off Early,2021-12-31
503803,905710,100003803,2021-01-31,SML,Corporate Term Loan,3640.89,Refinanced,2022-06-30
503804,903282,100003804,2021-01-31,SMM,Agro,34339.07,Refinanced,2021-02-28
503805,907475,100003805,2021-01-31,SML,Working Capital,2325.26,Matured,2022-07-31
503806,908800,100003806,2021-01-31,SMM,Working Capital,28589.48,Paid Off Early,2021-07-31
503807,905311,100003807,2021-01-31,RB,Mortgage,537.9,,
503808,901393,100003808,2021-01-31,SMM,Trade Finance,15967.18,Refinanced,2022-01-31
503809,902058,100003809,2021-01-31,SMM,Working Capital,12759.95,Matured,2021-10-31
503810,901217,100003810,2021-01-31,CB,Working Capital,186445.62,Matured,2022-01-31
503811,900006,100003811,2021-01-31,RB,Mortgage,1813.77,,
503812,902276,100003812,2021-01-31,CB,Corporate Term Loan,91440.08,Refinanced,2021-11-30
503813,907341,100003813,2021-01-31,RB,Mortgage,1176.24,,
503814,907198,100003814,2021-01-31,CB,Trade Finance,190691.5,Matured,2022-06-30
503815,903935,100003815,2021-01-31,SML,Working Capital,4096.03,Matured,2022-10-31
503816,905536,100003816,2021-01-31,SMM,Developer,14570.37,Matured,2024-11-30
503817,901506,100003817,2021-01-31,RB,Consumer,1541.37,Matured,2025-12-31
503818,902416,100003818,2021-01-31,CB,Trade Finance,116795.82,Refinanced,2022-09-30
503819,904240,100003819,2021-01-31,SML,Trade Finance,3553.65,Matured,2021-11-30
503820,903403,100003820,2021-01-31,RB,Consumer,498.69,Matured,2023-07-31
503821,907613,100003821,2021-01-31,SMM,Trade Finance,19556.02,Matured,2022-03-31
503822,904499,100003822,2021-01-31,SML,Working Capital,2999.25,Matured,2022-03-31
503823,907689,100003823,2021-01-31,SML,Corporate Term Loan,3826.68,Refinanced,2022-12-31
503824,906815,100003824,2021-01-31,SML,Corporate Term Loan,3863.77,Refinanced,2022-05-31
503825,902977,100003825,2021-01-31,RB,Digital,627.87,Matured,2023-01-31
503826,900383,100003826,2021-01-31,SML,Mortgage,1808.76,Paid Off Early,2024-01-31
503827,900212,100003827,2021-01-31,RB,Auto Loan,144.66,Written Off,2023-05-31
503828,902473,100003828,2021-01-31,CB,Working Capital,185175.47,Matured,2021-11-30
503829,907591,100003829,2021-01-31,RB,Consumer,610.65,Matured,2022-04-30
503830,905406,100003830,2021-01-31,RB,Mortgage,486.52,Paid Off Early,2025-06-30
503831,908378,100003831,2021-01-31,CB,Developer,138304.85,Matured,2024-03-31
503832,908369,100003832,2021-01-31,SMM,Working Capital,29900.28,Matured,2021-12-31
503833,906350,100003833,2021-01-31,RB,Consumer,1284.0,Matured,2025-06-30
503834,901978,100003834,2021-01-31,SMM,Developer,29854.91,Paid Off Early,2025-03-31
503835,900012,100003835,2021-01-31,SML,Working Capital,2409.04,Matured,2022-12-31
503836,904613,100003836,2021-01-31,SML,Corporate Term Loan,4130.81,Written Off,2023-04-30
503837,901121,100003837,2021-01-31,RB,Digital,1190.65,Paid Off Early,2021-12-31
503838,908861,100003838,2021-01-31,SML,Working Capital,3664.03,Matured,2022-01-31
503839,904385,100003839,2021-01-31,SMM,Trade Finance,8495.05,Matured,2022-03-31
503840,905612,100003840,2021-01-31,CB,Trade Finance,121917.23,Refinanced,2022-03-31
503841,904855,100003841,2021-01-31,SMM,Trade Finance,5771.71,Refinanced,2021-10-31
503842,908426,100003842,2021-01-31,RB,Mortgage,863.79,Paid Off Early,2023-10-31
503843,902004,100003843,2021-01-31,RB,Auto Loan,1568.38,Matured,2023-02-28
503844,905369,100003844,2021-01-31,CB,Trade Finance,77574.31,Matured,2022-10-31
503845,900432,100003845,2021-01-31,RB,Auto Loan,1633.08,Paid Off Early,2024-06-30
503846,907812,100003846,2021-01-31,RB,Digital,205.56,Matured,2024-05-31
503847,907894,100003847,2021-01-31,CB,Working Capital,137161.46,Matured,2021-09-30
503848,902028,100003848,2021-01-31,SMM,Working Capital,40643.2,Matured,2022-12-31
503849,903605,100003849,2021-01-31,SML,Working Capital,3585.25,Matured,2023-04-30
503850,907674,100003850,2021-01-31,RB,Mortgage,854.03,Paid Off Early,2022-06-30
503851,907543,100003851,2021-01-31,SMM,Corporate Term Loan,11737.24,,
503852,906451,100003852,2021-01-31,SML,Developer,4195.52,Matured,2023-08-31
503853,900223,100003853,2021-01-31,RB,Mortgage,1805.74,,
503854,900798,100003854,2021-01-31,SMM,Agro,23134.93,Matured,2022-09-30
503855,907474,100003855,2021-01-31,SMM,Agro,36940.88,Matured,2023-04-30
503856,907562,100003856,2021-01-31,RB,Digital,389.08,Matured,2022-05-31
503857,903235,100003857,2021-01-31,SML,Corporate Term Loan,2508.62,Refinanced,2022-02-28
503858,908618,100003858,2021-01-31,SML,Corporate Term Loan,2786.74,Refinanced,2021-04-30
503859,908708,100003859,2021-01-31,RB,Auto Loan,651.93,Matured,2024-07-31
503860,903143,100003860,2021-01-31,SMM,Working Capital,28600.17,Refinanced,2022-05-31
503861,901368,100003861,2021-01-31,CB,Developer,188049.33,Paid Off Early,2021-12-31
503862,903218,100003862,2021-01-31,CB,Trade Finance,169516.08,Matured,2022-10-31
503863,905834,100003863,2021-01-31,SMM,Agro,16081.27,Matured,2023-01-31
503864,900184,100003864,2021-01-31,SML,Auto Loan,1630.78,Refinanced,2021-03-31
503865,900451,100003865,2021-01-31,SMM,Trade Finance,28635.4,Matured,2021-11-30
503866,903748,100003866,2021-01-31,RB,Mortgage,1132.62,,
503867,908458,100003867,2021-01-31,RB,Consumer,596.65,Matured,2022-07-31
503868,908484,100003868,2021-01-31,SML,Trade Finance,3835.9,Refinanced,2021-11-30
503869,901883,100003869,2021-01-31,SML,Trade Finance,4191.67,Paid Off Early,2022-07-31
503870,908329,100003870,2021-01-31,SMM,Working Capital,35688.75,Refinanced,2022-02-28
503871,903184,100003871,2021-01-31,RB,Consumer,1454.13,Matured,2022-06-30
503872,904806,100003872,2021-01-31,SML,Developer,2845.35,Refinanced,2021-05-31
503873,904939,100003873,2021-01-31,CB,Developer,135725.48,,
503874,904656,100003874,2021-01-31,SML,Corporate Term Loan,4222.44,,
503875,907055,100003875,2021-01-31,SML,Working Capital,4237.97,Matured,2022-02-28
503876,900296,100003876,2021-01-31,SMM,Agro,8149.07,Paid Off Early,2021-08-31
503877,907872,100003877,2021-01-31,CB,Developer,80286.5,Refinanced,2022-09-30
503878,905009,100003878,2021-01-31,SML,Trade Finance,4203.54,Matured,2021-08-31
503879,902333,100003879,2021-01-31,CB,Working Capital,193644.85,Matured,2021-12-31
503880,902248,100003880,2021-01-31,CB,Developer,209482.28,Matured,2023-09-30
503881,900638,100003881,2021-01-31,CB,Developer,158061.9,Refinanced,2022-08-31
503882,906306,100003882,2021-01-31,RB,Auto Loan,1054.89,,
503883,901168,100003883,2021-01-31,SML,Trade Finance,4057.84,Matured,2023-04-30
503884,900051,100003884,2021-01-31,RB,Auto Loan,256.82,Paid Off Early,2021-09-30
503885,907438,100003885,2021-01-31,RB,Auto Loan,373.55,,
503886,900254,100003886,2021-01-31,CB,Trade Finance,191714.39,Matured,2023-03-31
503887,908623,100003887,2021-01-31,RB,Auto Loan,408.76,Paid Off Early,2021-10-31
503888,902740,100003888,2021-01-31,RB,Digital,785.91,Matured,2022-10-31
503889,902944,100003889,2021-01-31,SMM,Working Capital,36699.0,Refinanced,2022-02-28
503890,900312,100003890,2021-01-31,SML,Agro,2245.48,Paid Off Early,2021-04-30
