CLIENT_NO,HIST_DATE,TRANSFER_IN,TRANSFER_OUT
904335,2024-09-30,529.23,835.1
904343,2024-09-30,1245.17,569.0
904349,2024-09-30,1324.43,1401.7
904357,2024-09-30,418.64,1555.96
904386,2024-09-30,1054.34,2146.52
904392,2024-09-30,1011.78,1999.26
904394,2024-09-30,206.68,1005.02
904397,2024-09-30,1152.12,7544.27
904436,2024-09-30,2202.73,1624.59
904445,2024-09-30,922.71,5011.56
904446,2024-09-30,2265.37,922.47
904450,2024-09-30,1382.69,4257.54
904452,2024-09-30,1500.94,5654.32
904453,2024-09-30,3678.59,3628.48
904457,2024-09-30,1243.33,3010.37
904480,2024-09-30,1637.36,5426.64
904487,2024-09-30,1346.51,1712.41
904491,2024-09-30,2866.77,6845.91
904576,2024-09-30,5798.32,2776.2
904645,2024-09-30,1757.6,1873.93
904655,2024-09-30,5030.71,2122.44
904680,2024-09-30,2810.2,7891.04
904682,2024-09-30,2800.58,6960.99
904685,2024-09-30,2737.12,2116.27
904716,2024-09-30,986.73,2245.18
904726,2024-09-30,2016.7,6199.41
904740,2024-09-30,145.73,496.01
904757,2024-09-30,2080.39,7703.42
904791,2024-09-30,2815.76,1049.39
904794,2024-09-30,2059.22,785.24
904797,2024-09-30,2035.59,6050.78
904829,2024-09-30,1459.39,6202.94
904839,2024-09-30,699.49,1572.42
904841,2024-09-30,2883.78,3877.4
904852,2024-09-30,244.92,1411.8
904862,2024-09-30,504.39,581.8
904873,2024-09-30,1985.63,6941.27
904917,2024-09-30,2486.54,5406.23
904934,2024-09-30,1904.0,2236.29
904940,2024-09-30,1547.21,6538.71
904944,2024-09-30,1711.96,841.82
905034,2024-09-30,443.21,529.48
905043,2024-09-30,3320.56,2591.97
905046,2024-09-30,2944.94,2854.02
905054,2024-09-30,1464.76,3571.76
905058,2024-09-30,2551.96,5863.41
905093,2024-09-30,1580.11,3466.02
905104,2024-09-30,987.39,659.87
905115,2024-09-30,256.32,1848.5
905118,2024-09-30,2183.37,808.72
905133,2024-09-30,1028.65,475.75
905140,2024-09-30,985.88,4290.86
905152,2024-09-30,2065.88,1787.45
905190,2024-09-30,1770.08,1032.97
905218,2024-09-30,4545.63,1061.8
905241,2024-09-30,921.46,3919.9
905300,2024-09-30,3931.22,3009.23
905316,2024-09-30,286.81,842.33
905329,2024-09-30,1173.38,3055.49
905345,2024-09-30,1216.06,3934.24
905356,2024-09-30,2482.17,6566.16
905374,2024-09-30,604.6,436.61
905383,2024-09-30,853.83,4984.68
905412,2024-09-30,2523.45,6679.76
905459,2024-09-30,3350.66,7955.73
905464,2024-09-30,1512.67,3329.71
905471,2024-09-30,1173.78,1109.52
905504,2024-09-30,3210.98,2712.06
905533,2024-09-30,2209.91,2592.94
905544,2024-09-30,1785.51,2094.38
905545,2024-09-30,1715.96,1233.58
905573,2024-09-30,524.84,1159.18
905598,2024-09-30,2495.84,2683.79
905610,2024-09-30,2093.45,6725.29
905630,2024-09-30,1692.19,1254.72
905660,2024-09-30,631.28,305.02
905663,2024-09-30,1224.83,3954.51
905669,2024-09-30,5437.37,2132.94
905683,2024-09-30,1019.83,736.83
905689,2024-09-30,1878.32,948.32
905700,2024-09-30,3127.28,2167.14
905712,2024-09-30,2151.99,1378.16
905796,2024-09-30,1732.67,898.88
905838,2024-09-30,1054.31,2128.91
905840,2024-09-30,680.41,3290.72
905841,2024-09-30,1850.2,505.63
905853,2024-09-30,405.16,232.01
905857,2024-09-30,369.51,708.6
905864,2024-09-30,4942.7,1695.17
905881,2024-09-30,4303.2,1937.55
905896,2024-09-30,2520.95,8604.1
905909,2024-09-30,4545.72,2292.17
905919,2024-09-30,1925.89,4057.61
905942,2024-09-30,146.21,693.57
905955,2024-09-30,1170.4,2063.02
906005,2024-09-30,493.62,1835.73
906027,2024-09-30,1553.4,4714.72
906058,2024-09-30,3986.25,2347.0
906107,2024-09-30,922.05,4048.25
906115,2024-09-30,3190.11,2247.03
906139,2024-09-30,688.76,1262.11
906156,2024-09-30,1145.44,429.23
906166,2024-09-30,1415.28,1369.45
906183,2024-09-30,1520.72,1314.04
906186,2024-09-30,1496.04,7109.67
906187,2024-09-30,804.64,2681.61
906258,2024-09-30,931.34,2569.6
906283,2024-09-30,2081.93,8332.92
906285,2024-09-30,2057.2,5381.09
906289,2024-09-30,1712.45,3396.56
906314,2024-09-30,954.06,2045.07
906330,2024-09-30,2566.74,4530.62
906340,2024-09-30,2009.91,1630.53
906350,2024-09-30,2038.57,1102.39
906368,2024-09-30,1618.45,5108.01
906379,2024-09-30,482.65,1500.21
906435,2024-09-30,1983.87,7137.75
906438,2024-09-30,5538.56,1852.8
906460,2024-09-30,629.96,1550.29
906468,2024-09-30,1620.69,862.19
906483,2024-09-30,979.48,3575.11
906485,2024-09-30,3548.39,2009.25
906507,2024-09-30,3339.06,1942.32
906559,2024-09-30,489.95,1847.73
906560,2024-09-30,6107.42,2053.92
906573,2024-09-30,796.57,1671.65
906583,2024-09-30,1636.69,4717.48
906590,2024-09-30,1967.16,6220.34
906620,2024-09-30,247.76,819.55
906651,2024-09-30,677.7,1862.54
906663,2024-09-30,3879.69,2807.7
906673,2024-09-30,1578.63,6083.81
906716,2024-09-30,1015.1,2377.05
906718,2024-09-30,935.23,2547.79
906727,2024-09-30,2913.16,3366.69
906759,2024-09-30,1102.57,1473.72
906760,2024-09-30,3193.44,9636.21
906772,2024-09-30,1909.58,4717.61
906774,2024-09-30,3943.83,2259.74
906816,2024-09-30,1319.13,6464.46
906819,2024-09-30,1151.52,6383.11
906822,2024-09-30,1761.38,4270.81
906834,2024-09-30,2094.71,2104.96
906837,2024-09-30,394.19,2490.57
906862,2024-09-30,1342.47,5940.31
906928,2024-09-30,4976.46,1913.66
906937,2024-09-30,1255.58,1146.36
906973,2024-09-30,1166.03,4444.3
906990,2024-09-30,3103.7,3419.71
907064,2024-09-30,4040.3,3370.57
907072,2024-09-30,4720.48,4161.19
907082,2024-09-30,980.65,978.59
907085,2024-09-30,1040.01,511.03
907119,2024-09-30,789.35,505.63
907146,2024-09-30,1117.71,448.75
907166,2024-09-30,3526.24,2640.84
907187,2024-09-30,2475.85,6053.9
907200,2024-09-30,2360.17,1084.65
907212,2024-09-30,1210.24,3760.09
907232,2024-09-30,1525.76,3391.17
907237,2024-09-30,1680.58,8555.57
907251,2024-09-30,1534.6,2625.92
907261,2024-09-30,921.44,3400.84
907264,2024-09-30,4659.21,1410.99
907295,2024-09-30,735.37,2460.36
907300,2024-09-30,5529.17,1671.22
907328,2024-09-30,977.54,1216.85
907339,2024-09-30,1767.77,1814.25
907352,2024-09-30,1761.48,4664.95
907371,2024-09-30,1104.5,5307.54
907372,2024-09-30,673.2,618.67
907391,2024-09-30,943.24,2110.38
907394,2024-09-30,250.57,274.97
907412,2024-09-30,922.05,401.05
907416,2024-09-30,253.36,570.96
907426,2024-09-30,332.48,376.06
907443,2024-09-30,323.59,252.28
907451,2024-09-30,572.66,3285.33
907485,2024-09-30,1674.3,3922.73
907486,2024-09-30,1839.64,4934.79
907505,2024-09-30,1810.71,618.25
907508,2024-09-30,1074.12,2664.35
907531,2024-09-30,957.62,3893.36
907537,2024-09-30,2575.2,2573.89
907571,2024-09-30,556.66,1020.29
907575,2024-09-30,1346.95,2235.37
907591,2024-09-30,481.57,3310.46
907593,2024-09-30,2656.97,1172.3
907595,2024-09-30,848.12,1512.55
907606,2024-09-30,1745.39,4121.16
907608,2024-09-30,902.43,1561.24
907621,2024-09-30,2610.43,4861.87
907636,2024-09-30,2484.57,4743.0
907654,2024-09-30,1615.48,5221.81
907674,2024-09-30,1328.46,5899.58
907678,2024-09-30,706.95,312.65
907684,2024-09-30,3169.01,1528.92
907688,2024-09-30,1845.92,5222.81
907696,2024-09-30,2619.08,2601.45
907720,2024-09-30,3129.75,7677.99
907733,2024-09-30,1753.59,3199.62
907735,2024-09-30,1221.62,3694.34
907736,2024-09-30,3516.92,2866.1
907754,2024-09-30,1221.35,622.51
907755,2024-09-30,2860.95,8907.36
907774,2024-09-30,1803.01,5770.18
907782,2024-09-30,912.04,1459.96
907783,2024-09-30,2349.59,2861.27
907800,2024-09-30,1617.78,6892.45
907818,2024-09-30,3585.24,1620.79
907844,2024-09-30,2544.23,3053.95
907849,2024-09-30,821.67,3647.78
907937,2024-09-30,216.85,926.48
907951,2024-09-30,3887.38,2267.82
907971,2024-09-30,141.39,591.8
907991,2024-09-30,930.59,2388.83
908002,2024-09-30,2820.49,6058.23
908004,2024-09-30,3241.25,2283.19
908006,2024-09-30,1149.5,3743.36
908017,2024-09-30,2027.74,1967.5
908038,2024-09-30,1349.18,1159.02
908061,2024-09-30,189.52,582.45
908084,2024-09-30,3293.19,8616.6
908092,2024-09-30,1344.96,3206.32
908103,2024-09-30,2545.62,3349.39
908105,2024-09-30,2170.03,1167.19
908152,2024-09-30,2048.29,1678.38
908154,2024-09-30,2303.74,2181.32
908177,2024-09-30,1657.9,4620.75
908180,2024-09-30,2081.08,3526.8
908228,2024-09-30,2803.04,5167.79
908230,2024-09-30,2413.81,817.97
908258,2024-09-30,2974.66,2114.62
908289,2024-09-30,321.14,241.18
908291,2024-09-30,2621.62,2367.03
908353,2024-09-30,3329.85,5957.37
908360,2024-09-30,322.27,302.17
908401,2024-09-30,2431.92,1862.51
908417,2024-09-30,409.67,211.3
908425,2024-09-30,961.88,3240.5
908449,2024-09-30,2642.22,7293.68
908466,2024-09-30,5002.58,2365.56
908482,2024-09-30,318.84,1651.83
908512,2024-09-30,2623.32,4052.94
908532,2024-09-30,3244.19,1777.93
908539,2024-09-30,1713.61,3804.61
908557,2024-09-30,575.36,3103.14
908572,2024-09-30,1252.93,2198.41
908582,2024-09-30,1446.57,7924.74
908589,2024-09-30,352.67,725.37
908590,2024-09-30,1113.86,6407.0
908607,2024-09-30,4711.91,1693.32
908609,2024-09-30,1249.32,2951.53
908620,2024-09-30,3253.05,1354.51
908623,2024-09-30,736.79,307.59
908643,2024-09-30,1167.77,852.37
908653,2024-09-30,3351.71,1957.48
908661,2024-09-30,3066.84,2463.27
908665,2024-09-30,3455.67,7424.03
908677,2024-09-30,957.06,5453.27
908691,2024-09-30,1026.36,4253.13
908693,2024-09-30,4858.88,1689.61
908749,2024-09-30,3867.76,2667.69
908772,2024-09-30,1975.15,4307.32
908811,2024-09-30,1203.88,1305.93
908826,2024-09-30,2953.07,2890.64
908834,2024-09-30,1104.07,2728.19
908860,2024-09-30,2330.06,6518.85
908882,2024-09-30,2126.68,5726.66
908922,2024-09-30,3536.06,1767.77
908926,2024-09-30,1691.66,5644.42
908929,2024-09-30,2382.76,3220.57
908983,2024-09-30,1895.53,1655.59
900042,2024-10-31,600.32,587.49
900056,2024-10-31,1355.13,695.07
900076,2024-10-31,1569.56,6655.91
900091,2024-10-31,652.35,1802.96
900103,2024-10-31,2776.76,1444.7
900131,2024-10-31,546.52,1235.93
900145,2024-10-31,1473.13,4800.72
900157,2024-10-31,513.9,2330.53
900260,2024-10-31,1087.51,550.16
900270,2024-10-31,1230.7,5432.65
900280,2024-10-31,276.26,941.25
900329,2024-10-31,373.5,1582.01
900348,2024-10-31,3319.43,2562.55
900358,2024-10-31,3392.73,5430.81
900411,2024-10-31,1859.47,6958.86
900414,2024-10-31,2461.46,7021.13
900416,2024-10-31,1854.86,4232.79
900419,2024-10-31,3229.49,1595.54
900444,2024-10-31,729.71,1485.23
900446,2024-10-31,2565.48,4967.95
900448,2024-10-31,1419.81,1072.01
900477,2024-10-31,4068.54,3223.2
900518,2024-10-31,483.46,626.53
900522,2024-10-31,4906.58,2516.86
900531,2024-10-31,484.57,1830.21
900551,2024-10-31,1324.46,2501.64
900616,2024-10-31,1065.01,1189.95
900625,2024-10-31,2426.8,6199.49
900634,2024-10-31,2002.81,1002.25
900661,2024-10-31,1227.09,1417.26
900686,2024-10-31,444.64,272.91
900694,2024-10-31,213.89,956.12
900701,2024-10-31,3936.0,1936.27
900715,2024-10-31,2809.14,1079.62
900739,2024-10-31,2862.52,1077.39
900742,2024-10-31,3214.3,4463.03
900750,2024-10-31,2828.29,2911.91
900754,2024-10-31,1872.82,5992.49
900767,2024-10-31,754.74,2501.05
900774,2024-10-31,146.86,325.3
900777,2024-10-31,2144.68,4564.95
900786,2024-10-31,148.95,688.28
900808,2024-10-31,2341.01,895.19
900827,2024-10-31,1363.2,559.08
900828,2024-10-31,750.89,3898.5
900840,2024-10-31,2890.48,2504.38
900898,2024-10-31,942.48,1956.05
900901,2024-10-31,3832.22,1463.08
900942,2024-10-31,3475.52,1584.59
900958,2024-10-31,1860.73,4316.4
900961,2024-10-31,3269.63,3088.38
900965,2024-10-31,2613.04,2815.33
900966,2024-10-31,901.73,3071.35
900991,2024-10-31,781.03,3120.34
901000,2024-10-31,482.85,602.0
901002,2024-10-31,538.75,1392.2
901022,2024-10-31,4531.43,4772.54
901031,2024-10-31,1515.47,1680.16
901042,2024-10-31,1315.98,3405.29
901044,2024-10-31,1957.73,4534.05
901091,2024-10-31,1321.74,5169.57
901107,2024-10-31,2055.67,2659.05
901119,2024-10-31,1775.24,1213.5
901141,2024-10-31,777.57,1750.15
901179,2024-10-31,4791.28,1614.72
901193,2024-10-31,705.6,360.92
901244,2024-10-31,2255.83,6030.95
901245,2024-10-31,1119.89,1224.26
901280,2024-10-31,3939.15,2547.78
901293,2024-10-31,225.04,1055.93
901294,2024-10-31,2511.49,3347.38
901297,2024-10-31,2121.68,8720.37
901342,2024-10-31,542.23,1815.92
901344,2024-10-31,2852.39,1312.89
901353,2024-10-31,1926.42,1116.17
901372,2024-10-31,752.15,760.29
901431,2024-10-31,1694.75,4848.12
901434,2024-10-31,4354.34,1627.9
901463,2024-10-31,1858.27,4889.24
901464,2024-10-31,5191.84,2213.17
901471,2024-10-31,2123.11,2708.13
901474,2024-10-31,1868.57,5781.68
901478,2024-10-31,1903.41,3492.69
901482,2024-10-31,2240.53,6764.45
901504,2024-10-31,2053.88,1518.08
901567,2024-10-31,1173.84,2968.69
901607,2024-10-31,450.7,376.25
901630,2024-10-31,1838.62,1623.64
901632,2024-10-31,3772.84,1113.49
901645,2024-10-31,717.98,2292.72
901663,2024-10-31,267.02,686.83
901691,2024-10-31,3099.05,7358.19
901695,2024-10-31,2822.61,6746.92
901728,2024-10-31,1951.61,5924.86
901732,2024-10-31,2108.81,5733.49
901744,2024-10-31,3106.87,3575.18
901759,2024-10-31,1288.52,2900.9
901785,2024-10-31,884.0,1110.22
901786,2024-10-31,1668.77,4188.2
901807,2024-10-31,3793.92,3838.79
901840,2024-10-31,5231.77,3131.49
901869,2024-10-31,4060.03,975.67
901881,2024-10-31,1914.7,4658.5
901952,2024-10-31,1725.73,439.35
901967,2024-10-31,1888.55,7639.87
901972,2024-10-31,1388.59,5410.55
901984,2024-10-31,878.33,688.74
902029,2024-10-31,2062.8,6240.3
902042,2024-10-31,2089.53,7981.56
902072,2024-10-31,2695.39,1353.24
902100,2024-10-31,1037.08,3378.94
902106,2024-10-31,3215.13,1901.76
902127,2024-10-31,1632.46,1539.47
902141,2024-10-31,405.46,453.09
902193,2024-10-31,3369.21,1492.67
902218,2024-10-31,2375.18,5212.18
902240,2024-10-31,988.13,2459.15
902251,2024-10-31,200.94,1312.76
902263,2024-10-31,347.14,697.96
902284,2024-10-31,3008.47,3141.87
902289,2024-10-31,3841.53,3458.71
902301,2024-10-31,415.44,190.16
902314,2024-10-31,222.57,918.19
902341,2024-10-31,2852.46,2200.05
902364,2024-10-31,1791.93,4311.15
902380,2024-10-31,590.8,249.69
902389,2024-10-31,308.26,872.84
902402,2024-10-31,322.52,103.17
902425,2024-10-31,992.13,1731.68
902428,2024-10-31,2624.05,1143.39
902431,2024-10-31,4015.72,1900.78
902437,2024-10-31,430.65,1748.37
902446,2024-10-31,3192.52,1990.13
902461,2024-10-31,921.63,2520.99
902465,2024-10-31,796.6,3230.98
902482,2024-10-31,1956.59,927.89
902488,2024-10-31,4022.65,3681.63
902490,2024-10-31,1103.61,6047.26
902493,2024-10-31,1955.61,5499.64
902511,2024-10-31,1745.73,3013.36
902532,2024-10-31,460.61,1552.2
902560,2024-10-31,1213.37,4820.11
902643,2024-10-31,298.08,1210.69
902644,2024-10-31,2822.79,2411.18
902649,2024-10-31,1542.7,4345.91
902654,2024-10-31,3095.44,1344.33
902673,2024-10-31,2810.01,4302.03
902704,2024-10-31,1512.93,6934.91
902712,2024-10-31,1702.91,5025.97
902729,2024-10-31,953.21,481.53
902731,2024-10-31,4545.86,4187.05
902751,2024-10-31,3639.06,4249.11
902774,2024-10-31,3033.09,6379.55
902776,2024-10-31,3186.04,3383.88
902791,2024-10-31,2061.19,2204.49
902805,2024-10-31,443.99,1149.84
902807,2024-10-31,1396.48,8173.97
902825,2024-10-31,179.33,445.4
902832,2024-10-31,2832.87,4919.98
902956,2024-10-31,1630.29,2695.93
902958,2024-10-31,2024.14,9277.92
902966,2024-10-31,1390.91,886.0
902975,2024-10-31,2773.36,1848.2
903075,2024-10-31,260.02,785.3
903084,2024-10-31,6174.63,1591.89
903115,2024-10-31,3617.25,1584.96
903154,2024-10-31,222.42,326.67
903184,2024-10-31,1248.36,2291.09
903229,2024-10-31,4056.3,2027.38
903230,2024-10-31,1387.06,5411.13
903232,2024-10-31,2424.45,1031.45
903240,2024-10-31,2370.11,8070.76
903261,2024-10-31,3361.53,1904.88
903275,2024-10-31,578.23,523.49
903368,2024-10-31,337.74,1336.75
903403,2024-10-31,276.04,1044.64
903420,2024-10-31,3733.6,2279.62
903430,2024-10-31,471.28,2492.53
903439,2024-10-31,4261.34,2551.28
903461,2024-10-31,627.12,2982.74
903463,2024-10-31,1089.73,690.94
903521,2024-10-31,996.63,1439.54
903566,2024-10-31,212.66,780.94
903579,2024-10-31,1562.21,5300.41
903598,2024-10-31,566.36,1912.94
903608,2024-10-31,2642.02,735.02
903627,2024-10-31,421.7,1322.52
903643,2024-10-31,2075.31,7285.07
903648,2024-10-31,2330.33,6552.96
903684,2024-10-31,422.18,1888.75
903709,2024-10-31,4529.48,1797.99
903713,2024-10-31,233.38,305.0
903764,2024-10-31,1643.67,4027.09
903771,2024-10-31,4537.86,4619.92
903785,2024-10-31,2651.29,2010.76
903796,2024-10-31,727.77,1900.35
903810,2024-10-31,2485.38,3826.15
903811,2024-10-31,356.86,1138.36
903816,2024-10-31,706.01,2465.76
903847,2024-10-31,4210.62,2935.84
903868,2024-10-31,4659.27,3133.28
903872,2024-10-31,1208.96,5807.04
903881,2024-10-31,1582.12,6334.55
903912,2024-10-31,1287.77,7005.77
903953,2024-10-31,335.14,314.67
904006,2024-10-31,603.87,2160.73
904015,2024-10-31,308.05,865.92
904022,2024-10-31,2126.12,1622.66
904039,2024-10-31,1994.83,7498.59
904084,2024-10-31,3308.65,1566.83
904108,2024-10-31,493.87,798.37
904140,2024-10-31,2462.97,2902.11
904149,2024-10-31,2105.79,5981.73
904158,2024-10-31,623.54,1940.74
904176,2024-10-31,2039.35,5931.4
904189,2024-10-31,1910.45,2453.14
904226,2024-10-31,1353.52,3919.99
904236,2024-10-31,5598.11,2458.1
904254,2024-10-31,1152.59,6921.97
904303,2024-10-31,3499.39,2743.16
904327,2024-10-31,4625.2,3501.55
904335,2024-10-31,1037.74,3161.35
904349,2024-10-31,4620.2,4177.09
904357,2024-10-31,1084.37,4991.23
904386,2024-10-31,2893.25,5235.04
904392,2024-10-31,1246.51,3568.45
904394,2024-10-31,1557.58,7234.97
904397,2024-10-31,969.94,2851.83
904436,2024-10-31,2339.28,1411.38
904440,2024-10-31,1347.93,2796.56
904446,2024-10-31,3835.53,2446.78
904450,2024-10-31,264.49,1135.94
904452,2024-10-31,915.97,4665.43
904453,2024-10-31,247.34,288.53
904460,2024-10-31,4673.39,1742.69
904487,2024-10-31,2394.58,2865.48
904491,2024-10-31,626.82,2429.69
904528,2024-10-31,2294.73,1622.47
904575,2024-10-31,419.28,2097.73
904576,2024-10-31,1487.93,378.22
904611,2024-10-31,1473.77,1011.74
904647,2024-10-31,1978.64,4913.07
904655,2024-10-31,1521.21,850.19
904682,2024-10-31,412.32,2024.01
904685,2024-10-31,169.7,255.74
904716,2024-10-31,275.98,478.21
904718,2024-10-31,2138.87,5232.02
904726,2024-10-31,2214.87,5873.02
904740,2024-10-31,1908.13,6617.13
904748,2024-10-31,5632.39,2384.51
904791,2024-10-31,581.21,240.67
904794,2024-10-31,1405.36,481.55
904839,2024-10-31,1446.22,2324.15
904841,2024-10-31,478.19,304.04
904851,2024-10-31,2477.71,1791.03
904852,2024-10-31,3372.59,8752.47
904862,2024-10-31,3758.36,2707.07
904876,2024-10-31,441.93,526.69
904917,2024-10-31,681.57,2922.7
904934,2024-10-31,2394.36,2878.46
904968,2024-10-31,4979.63,2536.02
904976,2024-10-31,1879.55,3686.78
905012,2024-10-31,1624.14,4864.48
905036,2024-10-31,852.64,4468.85
905054,2024-10-31,1770.51,8167.9
905058,2024-10-31,667.71,2031.48
905060,2024-10-31,2591.11,4698.5
905093,2024-10-31,357.13,1413.17
905115,2024-10-31,1116.09,5408.74
905124,2024-10-31,6087.76,3194.39
905133,2024-10-31,1138.38,821.08
905140,2024-10-31,2488.99,8616.59
905152,2024-10-31,1120.67,1315.68
905170,2024-10-31,1340.29,1638.1
905190,2024-10-31,1000.9,361.39
905197,2024-10-31,2402.26,1440.75
905218,2024-10-31,4165.34,1656.32
905233,2024-10-31,2251.96,5207.99
905241,2024-10-31,548.81,1176.08
905267,2024-10-31,3862.18,2357.1
905287,2024-10-31,2450.12,6967.77
905316,2024-10-31,2529.23,5660.33
905334,2024-10-31,978.06,631.64
905345,2024-10-31,784.28,5141.36
905351,2024-10-31,433.78,1685.69
905356,2024-10-31,809.05,2091.96
905362,2024-10-31,3175.77,2812.3
905377,2024-10-31,420.5,1833.66
905382,2024-10-31,2017.26,3549.75
905386,2024-10-31,4098.59,2405.07
905410,2024-10-31,621.41,1480.73
905435,2024-10-31,1069.4,3417.11
905445,2024-10-31,1301.61,744.86
905459,2024-10-31,1936.1,7731.05
905493,2024-10-31,2197.18,6949.73
905504,2024-10-31,2412.8,1687.5
905509,2024-10-31,2165.39,2125.88
905556,2024-10-31,1584.73,4094.28
905570,2024-10-31,1823.89,4429.7
905572,2024-10-31,1922.24,756.34
905610,2024-10-31,408.53,1638.85
905614,2024-10-31,1469.98,5356.75
905669,2024-10-31,1966.43,944.84
905680,2024-10-31,2323.88,1568.54
905683,2024-10-31,253.62,235.18
905700,2024-10-31,2312.86,1516.22
905712,2024-10-31,1239.64,697.46
905719,2024-10-31,1127.56,329.44
905721,2024-10-31,2359.71,8744.55
905737,2024-10-31,2929.94,2728.69
905840,2024-10-31,1857.27,3925.18
905841,2024-10-31,622.96,231.96
905850,2024-10-31,578.02,1387.9
905853,2024-10-31,4246.6,1925.92
905856,2024-10-31,3115.22,1337.65
905857,2024-10-31,2676.18,4950.46
905872,2024-10-31,1939.13,2273.39
905881,2024-10-31,2650.88,1553.02
905896,2024-10-31,618.79,2100.66
905955,2024-10-31,863.88,2155.15
905987,2024-10-31,1129.54,1251.67
906027,2024-10-31,218.48,468.94
906030,2024-10-31,4063.21,1891.05
906048,2024-10-31,2560.82,2913.17
906058,2024-10-31,317.4,307.98
906075,2024-10-31,1854.88,7565.65
906107,2024-10-31,570.62,2272.87
906114,2024-10-31,449.99,325.36
906115,2024-10-31,1588.96,1502.31
906123,2024-10-31,2515.84,2079.39
906132,2024-10-31,1553.35,654.59
906156,2024-10-31,2893.44,1391.01
906186,2024-10-31,947.35,4544.51
906187,2024-10-31,2376.74,5999.14
906228,2024-10-31,1512.64,3967.71
906231,2024-10-31,1836.98,4955.72
906258,2024-10-31,1717.67,5373.19
906283,2024-10-31,2040.88,3531.14
906285,2024-10-31,891.12,4278.99
906289,2024-10-31,2429.68,7423.84
906292,2024-10-31,1063.89,6146.7
906312,2024-10-31,422.37,2958.78
906330,2024-10-31,2096.37,8398.07
906340,2024-10-31,362.86,96.84
906350,2024-10-31,3291.41,1508.6
906368,2024-10-31,292.86,1112.99
906379,2024-10-31,2667.44,9639.84
906438,2024-10-31,3524.73,1482.47
906465,2024-10-31,5160.23,1749.99
906468,2024-10-31,4423.12,1567.13
906485,2024-10-31,2458.12,1138.23
906501,2024-10-31,842.79,3478.2
906506,2024-10-31,1001.59,3463.53
906542,2024-10-31,2336.36,6436.91
906560,2024-10-31,2796.06,2355.19
906582,2024-10-31,2643.46,4972.27
906620,2024-10-31,468.66,1584.99
906632,2024-10-31,3123.64,3776.92
906651,2024-10-31,1519.23,6772.58
906663,2024-10-31,1542.0,2130.58
906673,2024-10-31,849.53,4400.22
906711,2024-10-31,2186.47,1099.14
906718,2024-10-31,1717.2,3725.59
