REFINANCE_DATE,DEAL_NO,REFINANCED_DEAL_NO,REFINANCE_AMOUNT
2026-03-31,527754,527667,4089.82
2026-03-31,527753,527632,16701.0
2026-03-31,527752,527480,29127.5
2026-03-31,527716,523441,2132.16
2026-03-31,527750,527190,230743.69
2026-03-31,527749,527079,2106.28
2026-03-31,527748,527055,2894.02
2026-03-31,527747,526606,44065.86
2026-03-31,527746,526604,120644.81
2026-03-31,527745,526532,2649.41
2026-03-31,527744,526529,4383.2
2026-03-31,527743,526454,32070.36
2026-03-31,527742,526206,2240.03
2026-03-31,527741,526178,219839.06
2026-03-31,527740,526169,14666.68
2026-03-31,527739,526135,9818.0
2026-03-31,527738,526116,28984.95
2026-03-31,527736,526016,3664.24
2026-03-31,527715,523407,165205.77
2026-03-31,527717,523690,189630.38
2026-03-31,527713,522913,212817.82
2026-03-31,527691,514918,85760.04
2026-03-31,527690,514725,26135.88
2026-03-31,527689,514663,2329.33
2026-03-31,527688,514173,2525.7
2026-03-31,527687,514165,22595.21
2026-03-31,527686,513214,1309.98
2026-03-31,527685,513027,23893.59
2026-03-31,527683,510893,74900.31
2026-03-31,527682,510807,2213.8
2026-03-31,527681,510686,1833.36
2026-03-31,527680,510379,2208.62
2026-03-31,527679,510353,1535.32
2026-03-31,527678,509643,3655.33
2026-03-31,527677,507065,2005.79
2026-03-31,527676,506994,10249.21
2026-03-31,527675,500615,872.24
2026-03-31,527714,523174,10360.16
2026-03-31,527692,515154,2410.63
2026-03-31,527693,515250,9613.3
2026-03-31,527684,512746,1514.53
2026-03-31,527695,516648,33604.19
2026-03-31,527694,516643,5448.02
2026-03-31,527711,522788,207668.13
2026-03-31,527710,521865,108436.57
2026-03-31,527709,521762,75719.02
2026-03-31,527708,521741,17740.84
2026-03-31,527707,521523,180734.45
2026-03-31,527706,521509,2157.7
2026-03-31,527705,521411,7081.32
2026-03-31,527704,521375,118522.26
2026-03-31,527712,522905,9177.69
2026-03-31,527702,520856,143457.23
2026-03-31,527701,520615,129193.97
2026-03-31,527700,519050,2085.6
2026-03-31,527699,518876,3186.49
2026-03-31,527698,518830,3152.86
2026-03-31,527697,518608,2217.95
2026-03-31,527696,517050,137090.31
2026-03-31,527703,521238,181954.85
2026-04-30,528120,525868,2486.1
2026-04-30,528114,524873,24340.23
2026-04-30,528115,525349,277311.64
2026-04-30,528119,525831,1365.56
2026-04-30,528117,525657,225238.73
2026-04-30,528118,525824,2315.66
2026-04-30,528113,524852,2224.06
2026-04-30,528116,525592,31752.81
2026-04-30,528112,524775,3600.46
2026-04-30,528108,524090,279919.14
2026-04-30,528110,524575,3200.0
2026-04-30,528109,524269,1310.16
2026-04-30,528107,523410,15081.26
2026-04-30,528106,523109,3127.22
2026-04-30,528105,523002,33848.68
2026-04-30,528104,522981,3444.36
2026-04-30,528103,522971,134318.16
2026-04-30,528111,524772,14747.15
2026-04-30,528121,525894,277851.8
2026-04-30,528102,522764,196568.39
2026-04-30,528123,526314,40033.85
2026-04-30,528139,527761,3008.99
2026-04-30,528138,527759,1735.29
2026-04-30,528137,527702,226262.42
2026-04-30,528136,527691,430095.61
2026-04-30,528135,527617,299113.52
2026-04-30,528134,527579,3864.05
2026-04-30,528133,527413,341963.81
2026-04-30,528132,527393,331731.47
2026-04-30,528131,527372,8833.03
2026-04-30,528130,527332,170688.16
2026-04-30,528129,527181,35232.43
2026-04-30,528128,526971,24128.52
2026-04-30,528127,526962,3591.67
2026-04-30,528126,526869,24680.2
2026-04-30,528125,526600,6960.9
2026-04-30,528140,528002,6595.62
2026-04-30,528124,526343,82555.18
2026-04-30,528122,526273,2768.46
2026-04-30,528101,522521,147622.73
2026-04-30,528076,517456,3540.1
2026-04-30,528099,522219,1738.97
2026-04-30,528077,517608,154711.84
2026-04-30,528075,517068,123909.21
2026-04-30,528074,517029,84510.84
2026-04-30,528073,516704,82642.08
2026-04-30,528072,515962,120512.63
2026-04-30,528071,515904,96150.63
2026-04-30,528070,515859,50096.05
2026-04-30,528078,517888,2014.69
2026-04-30,528069,515851,158618.34
2026-04-30,528067,515425,22569.27
2026-04-30,528066,513652,22068.46
2026-04-30,528065,509274,135589.35
2026-04-30,528064,507449,14030.53
2026-04-30,528063,507296,1905.73
2026-04-30,528062,504158,1154.15
2026-04-30,528100,522282,2603.46
2026-04-30,528068,515548,14256.2
2026-04-30,528079,517961,10800.19
2026-04-30,528061,502733,2248.23
2026-04-30,528081,519787,64486.25
2026-04-30,528098,522187,3943.24
2026-04-30,528097,521828,25046.36
2026-04-30,528096,521816,36421.13
2026-04-30,528095,521704,173295.17
2026-04-30,528094,521541,2483.54
2026-04-30,528080,518922,102612.56
2026-04-30,528092,521349,2606.47
2026-04-30,528091,521248,1498.15
2026-04-30,528093,521505,2985.43
2026-04-30,528089,521125,9917.98
2026-04-30,528088,520786,1957.23
2026-04-30,528087,520162,5120.06
2026-04-30,528086,520154,2954.66
2026-04-30,528085,520123,133889.48
2026-04-30,528084,519998,6908.72
2026-04-30,528083,519968,1044.54
2026-04-30,528082,519954,23078.51
2026-04-30,528090,521213,19939.47
2026-05-31,528511,526243,6424.71
2026-05-31,528510,526185,3721.11
2026-05-31,528509,526103,241999.65
2026-05-31,528508,526086,383893.05
2026-05-31,528507,525934,99461.34
2026-05-31,528506,525760,19001.31
2026-05-31,528505,525641,9907.05
2026-05-31,528497,524072,15334.69
2026-05-31,528503,525284,29465.04
2026-05-31,528502,525113,14272.73
2026-05-31,528501,524966,139640.57
2026-05-31,528500,524860,169335.11
2026-05-31,528499,524725,254853.76
2026-05-31,528498,524137,3068.85
2026-05-31,528512,526376,1510.97
2026-05-31,528504,525377,271614.13
2026-05-31,528513,526462,17380.86
2026-05-31,528522,527349,3437.71
2026-05-31,528515,526706,175369.88
2026-05-31,528496,524049,342715.22
2026-05-31,528530,528337,89507.71
2026-05-31,528529,528271,2744.18
2026-05-31,528528,528256,28155.07
2026-05-31,528527,527863,383362.23
2026-05-31,528526,527811,358763.96
2026-05-31,528525,527660,27371.8
2026-05-31,528524,527575,2856.3
2026-05-31,528523,527427,1817.62
2026-05-31,528521,527132,2754.48
2026-05-31,528520,527120,1711.05
2026-05-31,528519,526915,39708.04
2026-05-31,528518,526910,247669.82
2026-05-31,528517,526765,13823.53
2026-05-31,528516,526750,233099.58
2026-05-31,528514,526545,203857.82
2026-05-31,528495,523956,13816.13
2026-05-31,528494,523833,262094.92
2026-05-31,528493,523601,29987.71
2026-05-31,528473,519745,2748.85
2026-05-31,528472,519721,1632.45
2026-05-31,528471,518583,11352.88
2026-05-31,528470,518418,2737.51
2026-05-31,528469,518335,135875.88
2026-05-31,528468,517697,39447.31
2026-05-31,528474,520217,15984.04
2026-05-31,528466,516740,71914.51
2026-05-31,528464,515366,2499.47
2026-05-31,528463,515130,2915.97
2026-05-31,528462,514943,17453.45
2026-05-31,528461,513446,29133.68
2026-05-31,528460,512028,22774.81
2026-05-31,528459,504730,2192.15
2026-05-31,528465,516164,108669.95
2026-05-31,528475,520243,2201.81
2026-05-31,528467,517500,57075.13
2026-05-31,528477,520506,28113.22
2026-05-31,528476,520390,28750.86
2026-05-31,528492,523570,18084.62
2026-05-31,528491,523509,4445.71
2026-05-31,528490,523497,3303.52
2026-05-31,528489,523378,8226.14
2026-05-31,528487,522982,15429.25
2026-05-31,528486,522750,2173.34
2026-05-31,528485,522711,6040.11
2026-05-31,528488,523134,8521.44
2026-05-31,528484,522458,4558.7
2026-05-31,528483,521899,2629.31
2026-05-31,528482,521871,4195.22
2026-05-31,528481,521535,279610.15
2026-05-31,528480,521410,30079.06
2026-05-31,528479,521348,30509.06
2026-05-31,528478,520539,2675.88
2026-06-30,528873,525503,1743.99
2026-06-30,528877,525721,5899.83
2026-06-30,528900,528727,3036.51
2026-06-30,528876,525673,4227.59
2026-06-30,528875,525516,3991.96
2026-06-30,528874,525508,29871.5
2026-06-30,528878,525897,35927.65
2026-06-30,528872,525424,30996.5
2026-06-30,528864,524548,2109.46
2026-06-30,528870,525016,1892.22
2026-06-30,528869,524934,1928.62
2026-06-30,528868,524902,22076.66
2026-06-30,528867,524753,158463.21
2026-06-30,528866,524673,157487.64
2026-06-30,528865,524552,23750.02
2026-06-30,528879,526193,377181.48
2026-06-30,528871,525248,171038.36
2026-06-30,528880,526194,3572.41
2026-06-30,528898,528579,4178.43
2026-06-30,528882,526673,6876.71
2026-06-30,528899,528613,329499.57
2026-06-30,528863,524546,6828.18
2026-06-30,528897,528508,250500.32
2026-06-30,528896,528070,321226.31
2026-06-30,528895,527981,2833.0
2026-06-30,528894,527951,395358.87
2026-06-30,528893,527838,3846.23
2026-06-30,528892,527382,38511.4
2026-06-30,528891,527378,13364.27
2026-06-30,528890,527355,2862.02
2026-06-30,528889,527338,12273.12
2026-06-30,528888,527306,80657.23
2026-06-30,528887,527192,3497.96
2026-06-30,528886,526968,2886.01
2026-06-30,528885,526916,297627.04
2026-06-30,528884,526702,180241.2
2026-06-30,528883,526696,4718.21
2026-06-30,528881,526310,12613.62
2026-06-30,528862,524407,6012.75
2026-06-30,528846,521841,48295.89
2026-06-30,528860,524124,202619.67
2026-06-30,528838,520751,12351.67
2026-06-30,528837,520643,3123.22
2026-06-30,528836,520443,86271.6
2026-06-30,528835,519743,235210.22
2026-06-30,528834,519234,6996.13
2026-06-30,528833,518303,8417.52
2026-06-30,528831,516308,59851.69
2026-06-30,528839,520870,2877.17
2026-06-30,528830,515877,74522.12
2026-06-30,528828,515140,1172.12
2026-06-30,528827,515126,4733.99
2026-06-30,528826,514353,14695.86
2026-06-30,528825,512655,87464.69
2026-06-30,528824,509693,10587.97
2026-06-30,528823,502211,43219.44
2026-06-30,528861,524340,85685.9
2026-06-30,528829,515686,72252.5
2026-06-30,528840,521009,3587.34
2026-06-30,528832,517485,70877.1
2026-06-30,528842,521189,3653.94
2026-06-30,528859,524078,67500.26
2026-06-30,528841,521129,32726.76
2026-06-30,528858,523963,4403.03
2026-06-30,528857,523689,2780.34
2026-06-30,528856,523566,25281.05
2026-06-30,528855,523334,2502.03
2026-06-30,528853,522962,30813.52
2026-06-30,528852,522699,12367.46
2026-06-30,528854,523255,223228.56
2026-06-30,528850,522454,1118.2
2026-06-30,528849,522384,175921.79
2026-06-30,528848,522156,3642.39
2026-06-30,528847,522021,69484.68
2026-06-30,528845,521732,1597.95
2026-06-30,528844,521561,2616.41
2026-06-30,528843,521394,174373.13
2026-06-30,528851,522515,3106.92
2026-07-31,529245,526889,21841.88
2026-07-31,529240,526154,22038.46
2026-07-31,529244,526598,137925.42
2026-07-31,529243,526423,79030.27
2026-07-31,529242,526418,23824.87
2026-07-31,529241,526369,2321.27
2026-07-31,529239,525889,11791.46
2026-07-31,529230,525034,341197.93
2026-07-31,529237,525604,4090.93
2026-07-31,529236,525379,2915.27
2026-07-31,529235,525323,2227.75
2026-07-31,529234,525289,2482.81
2026-07-31,529233,525189,30235.52
2026-07-31,529232,525092,2612.32
2026-07-31,529231,525057,11375.52
2026-07-31,529246,527068,15577.96
2026-07-31,529238,525713,187899.71
2026-07-31,529247,527140,2938.28
2026-07-31,529265,528544,32738.44
2026-07-31,529249,527261,45202.79
2026-07-31,529266,528705,201910.24
2026-07-31,529229,524961,10514.23
2026-07-31,529264,528303,4185.44
2026-07-31,529263,528237,88996.95
2026-07-31,529262,528204,9448.72
2026-07-31,529261,528091,3625.83
2026-07-31,529260,528007,204806.14
2026-07-31,529259,527978,8750.37
2026-07-31,529258,527834,17773.12
2026-07-31,529257,527780,17065.08
2026-07-31,529256,527762,2599.9
2026-07-31,529255,527725,35324.43
2026-07-31,529254,527379,3765.11
2026-07-31,529253,527316,3665.48
2026-07-31,529252,527312,234801.63
2026-07-31,529251,527308,136885.83
2026-07-31,529250,527262,319418.32
2026-07-31,529248,527198,184461.0
2026-07-31,529228,524822,1366.09
2026-07-31,529209,521853,66811.3
2026-07-31,529226,524582,25641.34
2026-07-31,529203,519597,1230.21
2026-07-31,529202,519305,24975.48
2026-07-31,529201,519260,3872.98
2026-07-31,529200,519254,3945.64
2026-07-31,529199,519231,59545.9
2026-07-31,529198,517980,65630.51
2026-07-31,529197,517499,18327.0
2026-07-31,529196,517254,123729.07
2026-07-31,529195,517127,12932.88
2026-07-31,529194,517059,95852.08
2026-07-31,529193,515977,81185.1
2026-07-31,529192,515938,125793.55
2026-07-31,529191,513609,1237.0
2026-07-31,529190,512318,137319.07
2026-07-31,529189,511055,2595.86
2026-07-31,529188,506797,2567.01
2026-07-31,529267,528914,4333.53
2026-07-31,529204,520299,181601.67
2026-07-31,529227,524669,271115.26
2026-07-31,529205,520518,8776.38
2026-07-31,529207,520769,1288.55
2026-07-31,529225,524280,143128.03
2026-07-31,529224,524254,2807.91
2026-07-31,529223,524196,248552.67
2026-07-31,529222,524084,30611.52
2026-07-31,529221,523953,97675.34
2026-07-31,529220,523771,3087.26
2026-07-31,529219,523691,1565.71
2026-07-31,529218,523637,20211.09
2026-07-31,529217,523602,373880.8
2026-07-31,529216,523358,2655.63
2026-07-31,529215,523339,294780.92
2026-07-31,529214,523181,2221.08
2026-07-31,529213,522874,141699.62
2026-07-31,529212,522314,1820.51
2026-07-31,529211,522206,76459.21
2026-07-31,529210,522145,6210.25
2026-07-31,529208,521807,2375.34
2026-07-31,529206,520672,84982.89
2026-07-31,529268,529171,1467.27
